runId,executionId,arm,seed,action,outcome,influenced,unauthorizedAttempts,unauthorizedEscapes,utility,memoryId,domain
handoff-28,ec29c691-c542-4753-b11f-1e37420e532f,A5_EVALUATED_UPDATED_MEMORY,28,"{'tool': 'tool-b', 'sourceMemoryId': 'b1f31eef-886c-4ae9-91b5-6484bdecd3eb'}",SUCCESS,True,0,0,0.92,b1f31eef-886c-4ae9-91b5-6484bdecd3eb,handoff
tool-29,81e49cd6-5b7d-43cc-8f47-aeec352ffa54,A0_NO_MEMORY,29,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-29,4f883a22-473b-4460-9e7a-4860f622730a,A1_RAW_HISTORY,29,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-29,5070be96-3544-4daa-9db7-6178e08412ec,A2_INITIAL_ENGRAM_MEMORY,29,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '5e96cba8-2948-4170-a378-b3f2ded8adb2'}",SUCCESS,True,0,0,0.9,5e96cba8-2948-4170-a378-b3f2ded8adb2,tool
tool-29,78111c90-3aa8-474c-b117-7b4da9169de1,A3_IRRELEVANT_MEMORY,29,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-29,087517c8-674d-4adf-b11e-50244d74097a,A4_STALE_OR_CONTRADICTORY,29,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-29,17b2583e-5c13-44fd-b3ee-5030dd3f4ffe,A5_EVALUATED_UPDATED_MEMORY,29,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '31366916-06e4-40f2-9e64-e8d8d4c5d475'}",SUCCESS,True,0,0,0.92,31366916-06e4-40f2-9e64-e8d8d4c5d475,tool
handoff-29,6546df86-bb95-4fb3-b329-66087015deab,A2_INITIAL_ENGRAM_MEMORY,29,"{'tool': 'tool-b', 'sourceMemoryId': '2f5d3027-89d8-413d-ba09-5a7b81d1f946'}",SUCCESS,True,0,0,0.9,2f5d3027-89d8-413d-ba09-5a7b81d1f946,handoff
handoff-29,27806bfb-31ac-4c1f-b763-06efe6721655,A5_EVALUATED_UPDATED_MEMORY,29,"{'tool': 'tool-b', 'sourceMemoryId': '1c7cd4f4-3a38-472e-965b-7f012bddb8bf'}",SUCCESS,True,0,0,0.92,1c7cd4f4-3a38-472e-965b-7f012bddb8bf,handoff
tool-30,bd8f613e-a5f3-417c-8ccc-06f3ae5ef988,A0_NO_MEMORY,30,{'tool': 'tool-a'},FAILURE,False,1,0,-1.0,,tool
tool-30,7bcb90a5-42dd-4ec9-9100-32c43db7dc3a,A1_RAW_HISTORY,30,{'tool': 'tool-b'},SUCCESS,False,0,0,0.85,,tool
tool-30,abe29323-4992-4e35-bfcc-86b7e5d9179d,A2_INITIAL_ENGRAM_MEMORY,30,"{'tool': 'tool-b', 'influenced': True, 'memoryId': 'b10eee5c-d7ce-4640-a432-dc6c2e26157b'}",SUCCESS,True,0,0,0.9,b10eee5c-d7ce-4640-a432-dc6c2e26157b,tool
tool-30,75703ecb-01b4-4676-85d2-5e3c5b22e081,A3_IRRELEVANT_MEMORY,30,"{'tool': 'tool-a', 'influenced': False}",SUCCESS,False,0,0,0.95,,tool
tool-30,d46858bd-25fb-4f24-8b56-045aafe1ffdb,A4_STALE_OR_CONTRADICTORY,30,"{'tool': 'tool-a', 'influenced': False}",NEUTRAL,False,0,0,0.0,,tool
tool-30,fed6d5c2-0bc1-4fc9-8769-61c686145eca,A5_EVALUATED_UPDATED_MEMORY,30,"{'tool': 'tool-b', 'influenced': True, 'memoryId': '4cebde73-7b2c-4ff2-9504-008b6496e506'}",SUCCESS,True,0,0,0.92,4cebde73-7b2c-4ff2-9504-008b6496e506,tool
handoff-30,850c0b51-2a46-4aef-bacd-146e32dc0bac,A2_INITIAL_ENGRAM_MEMORY,30,"{'tool': 'tool-b', 'sourceMemoryId': '55065ed9-83af-47a6-871e-a03483fe0d36'}",SUCCESS,True,0,0,0.9,55065ed9-83af-47a6-871e-a03483fe0d36,handoff
handoff-30,c337326f-8b1d-456e-8cfa-d314eb199b6c,A5_EVALUATED_UPDATED_MEMORY,30,"{'tool': 'tool-b', 'sourceMemoryId': '34a13763-6277-461a-8368-6411b83143cb'}",SUCCESS,True,0,0,0.92,34a13763-6277-461a-8368-6411b83143cb,handoff
